filename,filepath,split,label_name,label
image_12553.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12553.png,train,Fire,0
image_12387.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12387.png,train,Fire,0
image_10600.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10600.png,train,Fire,0
image_10352.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10352.png,train,Fire,0
image_11688.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11688.png,train,Fire,0
image_12559.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12559.png,train,Fire,0
image_12691.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12691.png,train,Fire,0
image_10309.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10309.png,train,Fire,0
image_11563.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11563.png,train,Fire,0
image_10916.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10916.png,train,Fire,0
image_12596.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12596.png,train,Fire,0
image_12788.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12788.png,train,Fire,0
image_12210.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12210.png,train,Fire,0
image_12480.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12480.png,train,Fire,0
image_11747.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11747.png,train,Fire,0
image_10810.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10810.png,train,Fire,0
image_13068.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_13068.png,train,Fire,0
image_11316.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11316.png,train,Fire,0
image_10499.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10499.png,train,Fire,0
image_12199.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12199.png,train,Fire,0
image_9989.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_9989.png,train,Fire,0
image_10296.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10296.png,train,Fire,0
image_11234.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11234.png,train,Fire,0
image_10093.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10093.png,train,Fire,0
image_10341.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_10341.png,train,Fire,0
image_11658.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_11658.png,train,Fire,0
image_13221.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_13221.png,train,Fire,0
image_12866.png,/home/dekak/Desktop/resume_projects/disaster_alert_system/data/datasets/kishandeka27/aiderv2-dataset/versions/1/Train/Train/Fire/image_12866.png,train,Fire,0
